timestamp,region,instance_type,price_usd,availability_zone
2025-03-19T11:47:01+00:00,us-east-1,t3.large,0.03,us-east-1a
2025-03-19T11:32:31+00:00,us-east-1,t3.large,0.0273,us-east-1d
2025-03-19T09:47:30+00:00,us-east-1,t3.large,0.0356,us-east-1b
2025-03-19T09:32:30+00:00,us-east-1,t3.large,0.0314,us-east-1f
2025-03-19T08:35:01+00:00,us-east-1,t3.large,0.0289,us-east-1c
2025-03-19T02:05:01+00:00,us-east-1,t3.large,0.0311,us-east-1f
2025-03-19T01:47:35+00:00,us-east-1,t3.large,0.0287,us-east-1c
2025-03-19T00:47:33+00:00,us-east-1,t3.large,0.0301,us-east-1a
2025-03-18T23:05:01+00:00,us-east-1,t3.large,0.0272,us-east-1d
2025-03-18T22:47:31+00:00,us-east-1,t3.large,0.0357,us-east-1b
2025-03-18T22:02:31+00:00,us-east-1,t3.large,0.0285,us-east-1c
2025-03-18T19:02:38+00:00,us-east-1,t3.large,0.031,us-east-1f
2025-03-18T18:47:38+00:00,us-east-1,t3.large,0.0302,us-east-1a
2025-03-18T18:32:39+00:00,us-east-1,t3.large,0.0286,us-east-1c
2025-03-18T15:47:38+00:00,us-east-1,t3.large,0.0303,us-east-1a
2025-03-18T15:17:38+00:00,us-east-1,t3.large,0.0273,us-east-1d
2025-03-18T14:47:38+00:00,us-east-1,t3.large,0.0356,us-east-1b
2025-03-18T13:17:39+00:00,us-east-1,t3.large,0.0312,us-east-1f
2025-03-18T11:35:08+00:00,us-east-1,t3.large,0.0288,us-east-1c
2025-03-19T17:17:42+00:00,us-east-1,t3.xlarge,0.0667,us-east-1a
2025-03-19T13:47:43+00:00,us-east-1,t3.xlarge,0.0553,us-east-1f
2025-03-19T11:17:42+00:00,us-east-1,t3.xlarge,0.0693,us-east-1c
2025-03-19T11:17:39+00:00,us-east-1,t3.xlarge,0.0552,us-east-1f
2025-03-19T10:34:42+00:00,us-east-1,t3.xlarge,0.0662,us-east-1a
2025-03-19T04:32:56+00:00,us-east-1,t3.xlarge,0.0658,us-east-1a
2025-03-19T01:47:49+00:00,us-east-1,t3.xlarge,0.0688,us-east-1b
2025-03-19T00:47:51+00:00,us-east-1,t3.xlarge,0.0691,us-east-1c
2025-03-19T00:47:51+00:00,us-east-1,t3.xlarge,0.0659,us-east-1d
2025-03-18T22:34:48+00:00,us-east-1,t3.xlarge,0.0656,us-east-1a
2025-03-18T22:02:49+00:00,us-east-1,t3.xlarge,0.0683,us-east-1b
2025-03-18T19:47:32+00:00,us-east-1,t3.xlarge,0.066,us-east-1d
2025-03-18T17:32:32+00:00,us-east-1,t3.xlarge,0.069,us-east-1c
2025-03-18T17:02:39+00:00,us-east-1,t3.xlarge,0.0684,us-east-1b
2025-03-18T14:34:31+00:00,us-east-1,t3.xlarge,0.0664,us-east-1a
2025-03-18T14:34:31+00:00,us-east-1,t3.xlarge,0.0661,us-east-1d
2025-03-18T11:17:35+00:00,us-east-1,t3.xlarge,0.0552,us-east-1f
2025-03-19T18:17:35+00:00,us-east-1,m5.large,0.0299,us-east-1f
2025-03-19T18:17:35+00:00,us-east-1,m5.large,0.0296,us-east-1b
2025-03-19T17:02:34+00:00,us-east-1,m5.large,0.0302,us-east-1a
2025-03-19T15:17:33+00:00,us-east-1,m5.large,0.0316,us-east-1c
2025-03-19T12:02:36+00:00,us-east-1,m5.large,0.0317,us-east-1c
2025-03-19T12:02:36+00:00,us-east-1,m5.large,0.0298,us-east-1b
2025-03-19T08:34:36+00:00,us-east-1,m5.large,0.0304,us-east-1a
2025-03-19T06:47:43+00:00,us-east-1,m5.large,0.0319,us-east-1c
2025-03-19T05:32:35+00:00,us-east-1,m5.large,0.0299,us-east-1b
2025-03-19T05:32:35+00:00,us-east-1,m5.large,0.0315,us-east-1d
2025-03-19T05:02:34+00:00,us-east-1,m5.large,0.0302,us-east-1f
2025-03-19T00:02:35+00:00,us-east-1,m5.large,0.0305,us-east-1a
2025-03-18T22:17:34+00:00,us-east-1,m5.large,0.0316,us-east-1d
2025-03-18T21:48:04+00:00,us-east-1,m5.large,0.032,us-east-1c
2025-03-18T21:32:33+00:00,us-east-1,m5.large,0.0303,us-east-1f
2025-03-18T18:32:55+00:00,us-east-1,m5.large,0.0317,us-east-1c
2025-03-18T17:32:56+00:00,us-east-1,m5.large,0.0317,us-east-1d
2025-03-18T16:47:25+00:00,us-east-1,m5.large,0.0306,us-east-1a
2025-03-18T14:47:55+00:00,us-east-1,m5.large,0.0322,us-east-1c
2025-03-18T12:47:55+00:00,us-east-1,m5.large,0.03,us-east-1f
2025-03-18T07:02:25+00:00,us-east-1,m5.large,0.03,us-east-1b
2025-03-19T14:32:12+00:00,us-east-1,c5.large,0.0361,us-east-1b
2025-03-19T14:17:42+00:00,us-east-1,c5.large,0.0357,us-east-1c
2025-03-19T12:47:12+00:00,us-east-1,c5.large,0.0365,us-east-1a
2025-03-19T08:34:41+00:00,us-east-1,c5.large,0.0358,us-east-1c
2025-03-19T07:02:12+00:00,us-east-1,c5.large,0.036,us-east-1b
2025-03-19T07:02:12+00:00,us-east-1,c5.large,0.0366,us-east-1a
2025-03-19T06:17:41+00:00,us-east-1,c5.large,0.0308,us-east-1f
2025-03-19T04:02:41+00:00,us-east-1,c5.large,0.0357,us-east-1c
2025-03-19T00:17:11+00:00,us-east-1,c5.large,0.0368,us-east-1d
2025-03-18T23:32:12+00:00,us-east-1,c5.large,0.0355,us-east-1c
2025-03-18T21:17:12+00:00,us-east-1,c5.large,0.0364,us-east-1a
2025-03-18T19:47:31+00:00,us-east-1,c5.large,0.0358,us-east-1b
2025-03-18T18:17:31+00:00,us-east-1,c5.large,0.0358,us-east-1c
2025-03-18T17:32:31+00:00,us-east-1,c5.large,0.0307,us-east-1f
2025-03-18T15:47:48+00:00,us-east-1,c5.large,0.0355,us-east-1b
2025-03-18T12:32:47+00:00,us-east-1,c5.large,0.0368,us-east-1a
2025-03-18T11:17:18+00:00,us-east-1,c5.large,0.0369,us-east-1d
2025-03-19T05:16:22+00:00,us-east-2,t3.small,0.0058,us-east-2c
2025-03-19T00:01:27+00:00,us-east-2,t3.small,0.0062,us-east-2b
2025-03-18T23:16:32+00:00,us-east-2,t3.small,0.0054,us-east-2a
2025-03-18T17:46:23+00:00,us-east-2,t3.small,0.0059,us-east-2c
2025-03-18T15:47:05+00:00,us-east-2,t3.small,0.0055,us-east-2a
2025-03-18T08:01:30+00:00,us-east-2,t3.small,0.0063,us-east-2b
2025-03-19T07:46:51+00:00,us-east-2,t3.medium,0.0166,us-east-2b
2025-03-19T07:31:17+00:00,us-east-2,t3.medium,0.0136,us-east-2c
2025-03-19T06:16:22+00:00,us-east-2,t3.medium,0.0137,us-east-2c
2025-03-19T02:46:23+00:00,us-east-2,t3.medium,0.0167,us-east-2b
2025-03-19T00:46:17+00:00,us-east-2,t3.medium,0.0176,us-east-2a
2025-03-18T18:31:52+00:00,us-east-2,t3.medium,0.0168,us-east-2b
2025-03-18T18:01:23+00:00,us-east-2,t3.medium,0.0177,us-east-2a
2025-03-18T06:16:19+00:00,us-east-2,t3.medium,0.0137,us-east-2c
2025-03-17T19:46:47+00:00,us-east-2,t3.medium,0.0172,us-east-2b
2025-03-19T17:46:16+00:00,us-east-2,t3.large,0.0275,us-east-2b
2025-03-19T14:32:25+00:00,us-east-2,t3.large,0.0321,us-east-2a
2025-03-19T10:17:17+00:00,us-east-2,t3.large,0.0276,us-east-2b
2025-03-19T10:17:17+00:00,us-east-2,t3.large,0.0318,us-east-2a
2025-03-19T05:31:22+00:00,us-east-2,t3.large,0.0275,us-east-2b
2025-03-19T03:47:18+00:00,us-east-2,t3.large,0.0284,us-east-2c
2025-03-19T01:46:16+00:00,us-east-2,t3.large,0.0317,us-east-2a
2025-03-18T21:31:50+00:00,us-east-2,t3.large,0.0272,us-east-2b
2025-03-18T20:32:18+00:00,us-east-2,t3.large,0.0273,us-east-2b
2025-03-18T18:46:47+00:00,us-east-2,t3.large,0.0318,us-east-2a
2025-03-18T17:01:47+00:00,us-east-2,t3.large,0.0283,us-east-2c
2025-03-18T01:31:27+00:00,us-east-2,t3.large,0.0314,us-east-2a
2025-03-17T20:32:17+00:00,us-east-2,t3.large,0.0273,us-east-2b
2025-03-19T17:31:37+00:00,us-east-2,t3.xlarge,0.0615,us-east-2a
2025-03-19T17:01:38+00:00,us-east-2,t3.xlarge,0.0606,us-east-2b
2025-03-19T12:46:38+00:00,us-east-2,t3.xlarge,0.0648,us-east-2c
2025-03-19T09:17:01+00:00,us-east-2,t3.xlarge,0.0641,us-east-2c
2025-03-19T08:32:01+00:00,us-east-2,t3.xlarge,0.0614,us-east-2a
2025-03-19T04:17:07+00:00,us-east-2,t3.xlarge,0.0619,us-east-2a
2025-03-19T03:16:46+00:00,us-east-2,t3.xlarge,0.0607,us-east-2b
2025-03-19T01:31:37+00:00,us-east-2,t3.xlarge,0.0645,us-east-2c
2025-03-18T23:16:37+00:00,us-east-2,t3.xlarge,0.0613,us-east-2a
2025-03-18T22:16:37+00:00,us-east-2,t3.xlarge,0.0643,us-east-2c
2025-03-18T22:16:37+00:00,us-east-2,t3.xlarge,0.0609,us-east-2b
2025-03-18T15:47:07+00:00,us-east-2,t3.xlarge,0.0641,us-east-2c
2025-03-18T14:16:58+00:00,us-east-2,t3.xlarge,0.061,us-east-2b
2025-03-18T09:46:29+00:00,us-east-2,t3.xlarge,0.0612,us-east-2a
2025-03-19T17:01:22+00:00,us-east-2,m5.large,0.0391,us-east-2b
2025-03-19T16:31:22+00:00,us-east-2,m5.large,0.0407,us-east-2a
2025-03-19T12:16:21+00:00,us-east-2,m5.large,0.0356,us-east-2c
2025-03-19T12:01:21+00:00,us-east-2,m5.large,0.0387,us-east-2b
2025-03-19T12:01:21+00:00,us-east-2,m5.large,0.0406,us-east-2a
2025-03-19T07:01:50+00:00,us-east-2,m5.large,0.0354,us-east-2c
2025-03-19T04:31:21+00:00,us-east-2,m5.large,0.0401,us-east-2a
2025-03-19T03:47:03+00:00,us-east-2,m5.large,0.0353,us-east-2c
2025-03-19T03:32:31+00:00,us-east-2,m5.large,0.0382,us-east-2b
2025-03-18T23:46:21+00:00,us-east-2,m5.large,0.0402,us-east-2a
2025-03-18T21:17:21+00:00,us-east-2,m5.large,0.0383,us-east-2b
2025-03-18T19:31:21+00:00,us-east-2,m5.large,0.0349,us-east-2c
2025-03-18T16:01:21+00:00,us-east-2,m5.large,0.0403,us-east-2a
2025-03-18T13:46:21+00:00,us-east-2,m5.large,0.0342,us-east-2c
2025-03-18T13:31:21+00:00,us-east-2,m5.large,0.0379,us-east-2b
2025-03-19T17:31:24+00:00,us-east-2,c5.large,0.0299,us-east-2b
2025-03-19T16:31:27+00:00,us-east-2,c5.large,0.0277,us-east-2c
2025-03-19T16:16:24+00:00,us-east-2,c5.large,0.0369,us-east-2a
2025-03-19T12:16:22+00:00,us-east-2,c5.large,0.0278,us-east-2c
2025-03-19T09:31:21+00:00,us-east-2,c5.large,0.0295,us-east-2b
2025-03-19T09:01:50+00:00,us-east-2,c5.large,0.0364,us-east-2a
2025-03-19T06:31:21+00:00,us-east-2,c5.large,0.0279,us-east-2c
2025-03-19T02:01:21+00:00,us-east-2,c5.large,0.0297,us-east-2b
2025-03-19T01:46:21+00:00,us-east-2,c5.large,0.0281,us-east-2c
2025-03-18T22:16:21+00:00,us-east-2,c5.large,0.0363,us-east-2a
2025-03-18T19:01:21+00:00,us-east-2,c5.large,0.0362,us-east-2a
2025-03-18T18:31:50+00:00,us-east-2,c5.large,0.0299,us-east-2b
2025-03-18T14:16:51+00:00,us-east-2,c5.large,0.0297,us-east-2b
2025-03-18T11:31:21+00:00,us-east-2,c5.large,0.0359,us-east-2a
2025-03-18T05:31:50+00:00,us-east-2,c5.large,0.0278,us-east-2c
2025-03-19T17:47:00+00:00,us-west-1,t3.small,0.0071,us-west-1a
2025-03-19T17:01:30+00:00,us-west-1,t3.small,0.0072,us-west-1c
2025-03-18T17:46:40+00:00,us-west-1,t3.small,0.0071,us-west-1a
2025-03-18T17:01:23+00:00,us-west-1,t3.small,0.0072,us-west-1c
2025-03-19T13:01:05+00:00,us-west-1,t3.medium,0.0157,us-west-1a
2025-03-18T20:31:16+00:00,us-west-1,t3.medium,0.0158,us-west-1a
2025-03-18T18:31:17+00:00,us-west-1,t3.medium,0.0177,us-west-1c
2025-03-18T09:31:18+00:00,us-west-1,t3.medium,0.0178,us-west-1c
2025-03-17T20:31:14+00:00,us-west-1,t3.medium,0.0158,us-west-1a
2025-03-19T14:31:23+00:00,us-west-1,t3.large,0.031,us-west-1c
2025-03-19T13:47:27+00:00,us-west-1,t3.large,0.0301,us-west-1a
2025-03-18T14:31:21+00:00,us-west-1,t3.large,0.031,us-west-1c
2025-03-18T13:47:27+00:00,us-west-1,t3.large,0.0301,us-west-1a
2025-03-19T16:01:27+00:00,us-west-1,t3.xlarge,0.0832,us-west-1a
2025-03-19T09:01:04+00:00,us-west-1,t3.xlarge,0.0829,us-west-1a
2025-03-19T08:16:16+00:00,us-west-1,t3.xlarge,0.078,us-west-1c
2025-03-18T21:04:33+00:00,us-west-1,t3.xlarge,0.0781,us-west-1c
2025-03-18T21:04:33+00:00,us-west-1,t3.xlarge,0.0828,us-west-1a
2025-03-18T18:16:26+00:00,us-west-1,t3.xlarge,0.0828,us-west-1a
2025-03-18T14:31:08+00:00,us-west-1,t3.xlarge,0.0781,us-west-1c
2025-03-19T16:01:27+00:00,us-west-1,m5.large,0.0367,us-west-1a
2025-03-19T12:31:53+00:00,us-west-1,m5.large,0.0385,us-west-1c
2025-03-19T09:01:15+00:00,us-west-1,m5.large,0.0388,us-west-1c
2025-03-19T07:16:52+00:00,us-west-1,m5.large,0.0366,us-west-1a
2025-03-18T22:46:16+00:00,us-west-1,m5.large,0.0369,us-west-1a
2025-03-18T20:46:34+00:00,us-west-1,m5.large,0.039,us-west-1c
2025-03-18T17:16:18+00:00,us-west-1,m5.large,0.037,us-west-1a
2025-03-18T13:31:08+00:00,us-west-1,m5.large,0.0391,us-west-1c
2025-03-19T13:00:59+00:00,us-west-1,c5.large,0.0466,us-west-1a
2025-03-19T10:30:58+00:00,us-west-1,c5.large,0.038,us-west-1c
2025-03-18T13:00:59+00:00,us-west-1,c5.large,0.0466,us-west-1a
2025-03-18T10:30:57+00:00,us-west-1,c5.large,0.038,us-west-1c
2025-03-19T07:17:22+00:00,us-west-2,t3.small,0.0064,us-west-2a
2025-03-19T03:03:01+00:00,us-west-2,t3.small,0.0061,us-west-2d
2025-03-19T01:17:02+00:00,us-west-2,t3.small,0.0067,us-west-2c
2025-03-19T01:16:53+00:00,us-west-2,t3.small,0.0072,us-west-2b
2025-03-18T21:18:31+00:00,us-west-2,t3.small,0.0068,us-west-2c
2025-03-18T19:17:02+00:00,us-west-2,t3.small,0.0062,us-west-2d
2025-03-18T15:02:23+00:00,us-west-2,t3.small,0.0067,us-west-2c
2025-03-18T10:17:50+00:00,us-west-2,t3.small,0.0061,us-west-2d
2025-03-18T07:17:20+00:00,us-west-2,t3.small,0.0064,us-west-2a
2025-03-18T01:16:51+00:00,us-west-2,t3.small,0.0072,us-west-2b
2025-03-19T18:17:20+00:00,us-west-2,t3.medium,0.0149,us-west-2c
2025-03-19T18:17:20+00:00,us-west-2,t3.medium,0.0147,us-west-2a
2025-03-19T14:02:19+00:00,us-west-2,t3.medium,0.0148,us-west-2a
2025-03-19T14:01:49+00:00,us-west-2,t3.medium,0.0138,us-west-2d
2025-03-19T06:33:20+00:00,us-west-2,t3.medium,0.0147,us-west-2a
2025-03-19T02:03:19+00:00,us-west-2,t3.medium,0.015,us-west-2c
2025-03-19T01:16:49+00:00,us-west-2,t3.medium,0.0148,us-west-2a
2025-03-18T23:46:49+00:00,us-west-2,t3.medium,0.0149,us-west-2c
2025-03-18T22:16:50+00:00,us-west-2,t3.medium,0.0137,us-west-2d
2025-03-18T21:18:49+00:00,us-west-2,t3.medium,0.015,us-west-2a
2025-03-18T20:03:19+00:00,us-west-2,t3.medium,0.0189,us-west-2b
2025-03-18T16:33:20+00:00,us-west-2,t3.medium,0.0136,us-west-2d
2025-03-18T12:32:19+00:00,us-west-2,t3.medium,0.019,us-west-2b
2025-03-18T03:32:20+00:00,us-west-2,t3.medium,0.0151,us-west-2a
2025-03-17T23:46:48+00:00,us-west-2,t3.medium,0.0149,us-west-2c
2025-03-19T14:33:18+00:00,us-west-2,t3.large,0.0264,us-west-2a
2025-03-19T13:33:33+00:00,us-west-2,t3.large,0.028,us-west-2c
2025-03-19T12:17:26+00:00,us-west-2,t3.large,0.0328,us-west-2b
2025-03-19T09:02:02+00:00,us-west-2,t3.large,0.0263,us-west-2a
2025-03-19T06:47:09+00:00,us-west-2,t3.large,0.0278,us-west-2d
2025-03-19T02:18:33+00:00,us-west-2,t3.large,0.0262,us-west-2a
2025-03-19T00:48:05+00:00,us-west-2,t3.large,0.0327,us-west-2b
2025-03-18T23:32:11+00:00,us-west-2,t3.large,0.0277,us-west-2d
2025-03-18T23:32:11+00:00,us-west-2,t3.large,0.0279,us-west-2c
2025-03-18T22:32:04+00:00,us-west-2,t3.large,0.0263,us-west-2a
2025-03-18T16:32:02+00:00,us-west-2,t3.large,0.0262,us-west-2a
2025-03-18T16:32:02+00:00,us-west-2,t3.large,0.0329,us-west-2b
2025-03-18T15:32:01+00:00,us-west-2,t3.large,0.0275,us-west-2d
2025-03-18T10:48:07+00:00,us-west-2,t3.large,0.028,us-west-2c
2025-03-19T17:17:28+00:00,us-west-2,t3.xlarge,0.062,us-west-2d
2025-03-19T15:48:26+00:00,us-west-2,t3.xlarge,0.0629,us-west-2b
2025-03-19T15:33:32+00:00,us-west-2,t3.xlarge,0.0562,us-west-2a
2025-03-19T11:32:32+00:00,us-west-2,t3.xlarge,0.0559,us-west-2a
2025-03-19T09:32:25+00:00,us-west-2,t3.xlarge,0.0592,us-west-2c
2025-03-19T05:33:02+00:00,us-west-2,t3.xlarge,0.0558,us-west-2a
2025-03-19T02:18:36+00:00,us-west-2,t3.xlarge,0.0594,us-west-2c
2025-03-19T02:03:39+00:00,us-west-2,t3.xlarge,0.0618,us-west-2d
2025-03-19T01:48:27+00:00,us-west-2,t3.xlarge,0.0628,us-west-2b
2025-03-18T21:31:55+00:00,us-west-2,t3.xlarge,0.0592,us-west-2c
2025-03-18T21:18:29+00:00,us-west-2,t3.xlarge,0.062,us-west-2d
2025-03-18T18:03:27+00:00,us-west-2,t3.xlarge,0.0631,us-west-2b
2025-03-18T16:18:25+00:00,us-west-2,t3.xlarge,0.059,us-west-2c
2025-03-18T14:32:25+00:00,us-west-2,t3.xlarge,0.0556,us-west-2a
2025-03-18T12:17:27+00:00,us-west-2,t3.xlarge,0.0617,us-west-2d
2025-03-19T17:31:50+00:00,us-west-2,m5.large,0.037,us-west-2a
2025-03-19T16:46:50+00:00,us-west-2,m5.large,0.0337,us-west-2d
2025-03-19T13:33:20+00:00,us-west-2,m5.large,0.0348,us-west-2c
2025-03-19T11:32:20+00:00,us-west-2,m5.large,0.0313,us-west-2b
2025-03-19T08:17:20+00:00,us-west-2,m5.large,0.0336,us-west-2d
2025-03-19T04:31:54+00:00,us-west-2,m5.large,0.035,us-west-2c
2025-03-19T04:18:27+00:00,us-west-2,m5.large,0.0369,us-west-2a
2025-03-19T03:33:24+00:00,us-west-2,m5.large,0.0312,us-west-2b
2025-03-19T01:16:53+00:00,us-west-2,m5.large,0.0368,us-west-2a
2025-03-18T23:32:20+00:00,us-west-2,m5.large,0.0353,us-west-2c
2025-03-18T20:33:50+00:00,us-west-2,m5.large,0.0335,us-west-2d
2025-03-18T19:47:00+00:00,us-west-2,m5.large,0.0351,us-west-2c
2025-03-18T19:47:00+00:00,us-west-2,m5.large,0.0316,us-west-2b
2025-03-18T16:03:24+00:00,us-west-2,m5.large,0.0333,us-west-2d
2025-03-18T11:48:19+00:00,us-west-2,m5.large,0.0314,us-west-2b
2025-03-18T08:03:21+00:00,us-west-2,m5.large,0.0367,us-west-2a
2025-03-17T22:47:22+00:00,us-west-2,m5.large,0.0352,us-west-2c
2025-03-19T18:02:03+00:00,us-west-2,c5.large,0.0337,us-west-2a
2025-03-19T17:32:03+00:00,us-west-2,c5.large,0.0333,us-west-2c
2025-03-19T16:18:34+00:00,us-west-2,c5.large,0.0299,us-west-2b
2025-03-19T14:02:03+00:00,us-west-2,c5.large,0.0268,us-west-2d
2025-03-19T13:33:33+00:00,us-west-2,c5.large,0.0332,us-west-2c
2025-03-19T12:33:32+00:00,us-west-2,c5.large,0.0298,us-west-2b
2025-03-19T07:02:03+00:00,us-west-2,c5.large,0.03,us-west-2b
2025-03-19T06:17:03+00:00,us-west-2,c5.large,0.0267,us-west-2d
2025-03-19T05:33:03+00:00,us-west-2,c5.large,0.0331,us-west-2c
2025-03-19T02:48:33+00:00,us-west-2,c5.large,0.0335,us-west-2a
2025-03-19T00:18:03+00:00,us-west-2,c5.large,0.0266,us-west-2d
2025-03-18T22:03:32+00:00,us-west-2,c5.large,0.0301,us-west-2b
2025-03-18T19:33:03+00:00,us-west-2,c5.large,0.0334,us-west-2a
2025-03-18T16:47:03+00:00,us-west-2,c5.large,0.0267,us-west-2d
2025-03-18T16:03:03+00:00,us-west-2,c5.large,0.0333,us-west-2a
2025-03-18T15:02:02+00:00,us-west-2,c5.large,0.033,us-west-2c
2025-03-18T13:32:03+00:00,us-west-2,c5.large,0.0299,us-west-2b
2025-03-19T14:31:51+00:00,eu-west-1,t3.small,0.0105,eu-west-1a
2025-03-19T11:01:20+00:00,eu-west-1,t3.small,0.0105,eu-west-1c
2025-03-19T09:16:19+00:00,eu-west-1,t3.small,0.0098,eu-west-1b
2025-03-19T06:01:20+00:00,eu-west-1,t3.small,0.0104,eu-west-1a
2025-03-19T05:01:19+00:00,eu-west-1,t3.small,0.0104,eu-west-1c
2025-03-18T17:01:21+00:00,eu-west-1,t3.small,0.0099,eu-west-1b
2025-03-18T08:46:50+00:00,eu-west-1,t3.small,0.0105,eu-west-1c
2025-03-18T06:01:19+00:00,eu-west-1,t3.small,0.0104,eu-west-1a
2025-03-19T17:31:21+00:00,eu-west-1,t3.medium,0.0217,eu-west-1b
2025-03-19T13:01:49+00:00,eu-west-1,t3.medium,0.0208,eu-west-1a
2025-03-19T12:01:19+00:00,eu-west-1,t3.medium,0.0218,eu-west-1b
2025-03-19T10:01:19+00:00,eu-west-1,t3.medium,0.0195,eu-west-1c
2025-03-19T07:01:20+00:00,eu-west-1,t3.medium,0.0217,eu-west-1b
2025-03-19T00:46:19+00:00,eu-west-1,t3.medium,0.021,eu-west-1a
2025-03-18T22:31:23+00:00,eu-west-1,t3.medium,0.0218,eu-west-1b
2025-03-18T21:31:28+00:00,eu-west-1,t3.medium,0.0212,eu-west-1a
2025-03-18T17:16:20+00:00,eu-west-1,t3.medium,0.0197,eu-west-1c
2025-03-18T17:01:21+00:00,eu-west-1,t3.medium,0.0217,eu-west-1b
2025-03-18T16:16:21+00:00,eu-west-1,t3.medium,0.0213,eu-west-1a
2025-03-19T14:01:33+00:00,eu-west-1,t3.large,0.0408,eu-west-1b
2025-03-19T11:16:30+00:00,eu-west-1,t3.large,0.0413,eu-west-1a
2025-03-19T09:46:29+00:00,eu-west-1,t3.large,0.0406,eu-west-1b
2025-03-19T07:31:30+00:00,eu-west-1,t3.large,0.0416,eu-west-1a
2025-03-19T07:31:30+00:00,eu-west-1,t3.large,0.0422,eu-west-1c
2025-03-19T01:46:32+00:00,eu-west-1,t3.large,0.0405,eu-west-1b
2025-03-19T00:31:30+00:00,eu-west-1,t3.large,0.0414,eu-west-1a
2025-03-18T23:01:30+00:00,eu-west-1,t3.large,0.0421,eu-west-1c
2025-03-18T22:31:30+00:00,eu-west-1,t3.large,0.0406,eu-west-1b
2025-03-18T21:01:29+00:00,eu-west-1,t3.large,0.0416,eu-west-1a
2025-03-18T18:31:30+00:00,eu-west-1,t3.large,0.0419,eu-west-1c
2025-03-18T15:46:29+00:00,eu-west-1,t3.large,0.0418,eu-west-1a
2025-03-18T15:16:31+00:00,eu-west-1,t3.large,0.0408,eu-west-1b
2025-03-18T13:31:30+00:00,eu-west-1,t3.large,0.0417,eu-west-1c
2025-03-19T14:31:34+00:00,eu-west-1,t3.xlarge,0.0824,eu-west-1b
2025-03-19T13:46:35+00:00,eu-west-1,t3.xlarge,0.0813,eu-west-1a
2025-03-19T11:46:35+00:00,eu-west-1,t3.xlarge,0.0853,eu-west-1c
2025-03-19T09:16:38+00:00,eu-west-1,t3.xlarge,0.0822,eu-west-1a
2025-03-19T08:16:35+00:00,eu-west-1,t3.xlarge,0.0823,eu-west-1b
2025-03-19T03:16:42+00:00,eu-west-1,t3.xlarge,0.0859,eu-west-1c
